City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,taoudenni,22.6783,-3.9836,304.58,12,0,4.47,ML,1681763867
277,alta floresta,-9.8756,-56.0861,306.05,62,40,3.09,BR,1681763868
278,denpasar,-8.65,115.2167,297.99,88,20,1.54,ID,1681763710
279,nova olimpia,-14.7972,-57.2881,301.43,79,76,0.5,BR,1681763690
280,fort-shevchenko,44.5086,50.263,282.86,57,100,4.74,KZ,1681763868
281,ulaanbaatar,47.9077,106.8832,275.22,32,0,10.0,MN,1681763868
282,sao paulo de olivenca,-3.3783,-68.8725,298.23,84,97,0.5,BR,1681763869
283,batemans bay,-35.7167,150.1833,284.32,88,1,1.81,AU,1681763705
284,te anau,-45.4167,167.7167,285.43,96,100,0.72,NZ,1681763869
285,torbay,47.6666,-52.7314,276.64,73,20,4.12,CA,1681763870
286,guerrero negro,27.9769,-114.0611,290.83,60,47,8.78,MX,1681763870
287,sedro-woolley,48.5039,-122.2361,286.55,44,40,5.14,US,1681763870
288,zhanakorgan,43.9098,67.2495,278.43,45,0,2.66,KZ,1681763870
289,tarko-sale,64.9225,77.785,252.26,99,93,2.43,RU,1681763870
290,darnah,32.767,22.6367,289.0,78,6,6.73,LY,1681763871
291,kastrakion,39.7156,21.6181,282.83,82,13,1.48,GR,1681763871
292,paveh,35.0434,46.3565,284.39,58,0,1.76,IR,1681763871
293,dargaville,-35.9333,173.8833,292.31,81,96,5.28,NZ,1681763871
294,ogaminana,7.5946,6.2248,302.08,61,100,2.92,NG,1681763872
295,acapulco,16.8634,-99.8901,305.05,58,0,3.6,MX,1681763640
296,timbiqui,2.7717,-77.6654,300.51,75,84,1.91,CO,1681763872
297,pisco,-13.7,-76.2167,299.18,65,0,5.66,PE,1681763872
298,bizhbulyak,53.6967,54.2642,278.84,58,82,2.15,RU,1681763872
299,roald,62.5833,6.1333,282.46,71,0,3.6,NO,1681763873
300,port-gentil,-0.7193,8.7815,300.13,89,20,1.03,GA,1681763873
301,kasongo,-4.45,26.6667,292.97,98,95,0.47,CD,1681763873
302,saint anthony,45.0205,-93.218,281.18,45,0,9.77,US,1681763873
303,senanga,-16.1167,23.2667,292.24,65,59,1.57,ZM,1681763874
304,dali,25.7,100.1833,286.4,59,0,2.47,CN,1681763874
305,kutum,14.2,24.6667,298.83,14,32,3.56,SD,1681763874
306,sterling,39.0062,-77.4286,292.86,37,75,6.69,US,1681763645
307,mackay,-21.15,149.2,296.31,77,94,4.92,AU,1681763875
308,mopipi,-21.1833,24.8833,294.05,34,4,3.65,BW,1681763875
309,la paz,-16.5,-68.15,292.14,22,40,4.63,BO,1681763703
310,colquechaca,-18.6667,-66.0167,283.33,23,8,5.69,BO,1681763875
311,leeuwarden,53.2014,5.8086,282.58,84,3,5.14,NL,1681763876
312,itarema,-2.9248,-39.9167,299.33,86,86,4.09,BR,1681763749
313,gambela,8.25,34.5833,297.77,80,100,0.25,ET,1681763876
314,maragogi,-9.0122,-35.2225,299.52,83,62,2.96,BR,1681763783
315,nizhnyaya poyma,56.1622,97.1933,273.55,84,100,8.38,RU,1681763877
316,elmira,42.0898,-76.8077,287.78,55,75,5.66,US,1681763877
317,sayyan,15.1718,44.3244,290.45,45,28,1.28,YE,1681763877
318,bundaberg,-24.85,152.35,295.48,70,1,6.51,AU,1681763878
319,gritsovskiy,54.1376,38.1604,281.51,46,100,2.37,RU,1681763878
320,spring valley,36.108,-115.245,302.47,10,20,9.26,US,1681763878
321,sinnamary,5.3833,-52.95,298.53,89,100,5.59,GF,1681763879
322,belmonte,-15.8631,-38.8828,298.94,74,18,2.84,BR,1681763879
